MDY,SubType,POINT_X,POINT_Y
8/18/1941,PzDiv,33.22646133,53.9087499
8/18/1941,PzDiv,33.22580053,54.01637553
8/20/1941,PzDiv,33.33296388,53.91305548
8/20/1941,PzDiv,32.90183083,53.85968902
8/21/1941,PzDiv,32.89277302,53.87655273
8/21/1941,PzDiv,33.20646703,53.26298079
8/23/1941,PzDiv,33.21896317,53.25906164
8/23/1941,PzDiv,33.25371823,54.00065975
8/23/1941,PzDiv,32.90218287,53.87307232
8/24/1941,PzDiv,32.89996509,53.86512317
8/24/1941,PzDiv,33.21026775,53.25730146
7/11/1941,PzDiv,28.48767449,55.742753
7/12/1941,PzDiv,28.543366600000002,55.76731211
7/13/1941,PzDiv,28.75477062,55.75382489
7/15/1941,PzDiv,29.77465423,55.99397065
7/16/1941,PzDiv,29.82785257,55.98031224
7/17/1941,PzDiv,30.47277941,56.14519757
7/17/1941,PzDiv,29.844339,55.94146525
7/19/1941,PzDiv,30.45423398,56.13000887
7/19/1941,PzDiv,30.48249821,56.36901357
7/20/1941,PzDiv,30.35798417,56.13047429
7/20/1941,PzDiv,30.52033843,56.37237268
7/22/1941,PzDiv,30.94777047,55.66908019
7/24/1941,PzDiv,32.11952296,55.8501786
7/24/1941,PzDiv,31.76403463,56.01041755
7/26/1941,PzDiv,32.73087132,55.66365439
7/27/1941,PzDiv,32.75377992,55.61258571
7/27/1941,PzDiv,32.74099392,55.701572600000006
7/29/1941,PzDiv,32.74679568,55.67546166
7/30/1941,PzDiv,32.75385186,55.65193051
8/1/1941,PzDiv,32.7440469,55.63348942
8/2/1941,PzDiv,32.69370947,55.60860916
8/4/1941,PzDiv,32.72730699,55.66077925
8/6/1941,PzDiv,32.6800632,55.58650655
8/10/1941,PzDiv,31.95865988,55.58192389
8/12/1941,PzDiv,31.94902868,55.59415934
8/14/1941,PzDiv,31.96864406,55.57783454
8/18/1941,PzDiv,31.96939357,55.606964899999994
8/20/1941,PzDiv,31.23352875,55.89831956
8/21/1941,PzDiv,31.11145454,55.98277220000001
8/23/1941,PzDiv,30.76619112,56.36784318
8/24/1941,PzDiv,30.7768732,56.36714873
9/2/1941,PzDiv,31.98382475,56.48099176
9/4/1941,PzDiv,31.81786748,56.48942768
7/11/1941,PzDiv,30.32176115,55.24262107
7/12/1941,PzDiv,30.66889055,55.40407937
7/13/1941,PzDiv,31.21112442,55.58551095
